ID	NOGNA-2M-EF_samtools_idxstats_miRNA_counts.txt	NOGNA-2M-GH_samtools_idxstats_miRNA_counts.txt	NOGNA-2M-IJ_samtools_idxstats_miRNA_counts.txt	NOGNA-2M-KL_samtools_idxstats_miRNA_counts.txt	NOGNA-2M-MN_samtools_idxstats_miRNA_counts.txt	NOGNA-2M-OP_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-CD_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-HL_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-MN_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-OP_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-QR_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-ST_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-AB_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-CD_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-EF_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-GH_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-IJ_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-KL_samtools_idxstats_miRNA_counts.txt
mmu-miR-186-5p	1876	1663	1734	1133	1694	1746	1988	1622	1526	1948	1664	2150	1311	1662	1821	1419	1546	780
mmu-miR-187-3p	474	524	612	249	690	461	1305	423	318	405	197	519	635	961	1416	763	1098	677
mmu-miR-187-5p	0	9	0	0	10	0	10	0	24	1	0	20	3	15	18	10	1	11
mmu-miR-188-3p	50	0	25	32	18	12	27	44	30	14	64	83	55	51	50	35	38	11
mmu-miR-188-5p	0	0	0	0	12	0	15	0	0	0	8	0	7	7	2	10	23	10
mmu-miR-1892	13	16	0	54	0	10	17	0	0	0	1	19	3	6	6	0	1	5
mmu-miR-1893	8	42	31	31	34	18	118	0	54	80	50	6	10	8	10	20	5	16
mmu-miR-1894-3p	0	0	0	0	0	0	0	0	0	0	15	25	0	0	5	0	0	1
mmu-miR-1894-5p	0	0	0	0	1	0	2	11	0	0	0	0	0	0	9	3	6	2
mmu-miR-1895	0	9	28	0	4	24	8	0	0	1	0	0	2	0	0	13	1	0
mmu-miR-1896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
mmu-miR-1897-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1897-5p	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1898	0	0	0	0	5	0	0	14	0	0	0	0	0	1	0	0	2	1
mmu-miR-1899	0	21	0	0	0	5	13	0	0	0	0	0	14	7	12	6	8	3
mmu-miR-18a-3p	0	0	0	0	9	14	1	13	0	0	0	9	0	13	0	2	1	0
mmu-miR-18a-5p	110	201	134	158	162	135	130	131	134	65	162	77	120	127	152	156	102	59
mmu-miR-18b-3p	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	1	2
mmu-miR-18b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1900	0	0	0	0	18	6	13	14	0	19	17	0	7	23	27	6	4	6
mmu-miR-1901	0	0	0	0	1	0	1	13	0	0	0	0	0	0	1	0	1	0
mmu-miR-1902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1903	0	8	0	0	0	19	2	25	0	0	0	0	3	0	7	2	8	1
mmu-miR-1904	0	0	0	0	0	7	3	0	0	0	0	0	8	2	0	0	8	0
mmu-miR-1905	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1906	0	1	0	0	0	0	0	0	0	0	0	0	0	5	2	6	0	2
mmu-miR-1907	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0
mmu-miR-190a-3p	84	45	236	31	82	29	128	173	192	33	54	94	110	86	92	166	94	32
mmu-miR-190a-5p	61	18	64	84	108	38	102	87	80	188	86	144	140	113	137	147	109	51
mmu-miR-190b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
mmu-miR-190b-5p	0	0	0	12	14	14	10	0	14	0	6	4	5	3	11	11	9	11
mmu-miR-191-3p	144	151	201	16	141	132	138	100	122	28	70	103	63	146	192	151	108	48
mmu-miR-191-5p	177569	234834	157464	96725	164349	191964	194203	87335	85959	92775	89854	171618	130398	166781	185809	171039	183978	90341
mmu-miR-1911-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1911-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1912-3p	357	339	252	53	159	22	80	22	95	19	20	174	15	47	18	89	11	9
mmu-miR-1912-5p	0	0	0	0	4	0	3	20	0	0	0	0	1	2	0	0	2	5
mmu-miR-192-3p	0	0	0	0	0	0	0	0	0	0	0	19	1	2	8	0	8	0
mmu-miR-192-5p	232	333	418	370	552	315	831	244	315	331	265	522	368	647	748	583	533	181
mmu-miR-1927	0	0	28	0	0	0	0	15	0	0	0	0	0	0	0	0	5	3
mmu-miR-1928	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-1929-3p	0	0	0	0	0	0	2	0	0	0	0	14	0	0	0	0	2	0
mmu-miR-1929-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1930-3p	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0
mmu-miR-1930-5p	0	0	24	0	7	28	13	0	0	0	0	0	10	10	20	11	16	14
mmu-miR-1931	0	0	0	0	0	1	0	11	0	0	0	0	0	0	7	1	2	4
mmu-miR-1932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1933-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mmu-miR-1933-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1934-3p	0	18	0	0	4	10	0	0	0	0	13	0	0	0	12	5	0	2
mmu-miR-1934-5p	0	46	0	0	0	0	13	0	12	0	0	6	3	16	13	0	8	6
mmu-miR-1936	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	4	0
mmu-miR-1938	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
mmu-miR-193a-3p	138	102	114	138	51	75	83	85	131	65	14	139	69	43	71	87	51	33
mmu-miR-193a-5p	7	50	37	0	89	27	53	12	41	53	30	56	51	65	97	56	75	48
mmu-miR-193b-3p	422	275	195	152	378	255	635	241	120	259	113	382	330	397	499	459	425	245
mmu-miR-193b-5p	33	85	126	92	33	5	108	59	50	49	93	67	42	69	75	67	89	75
mmu-miR-194-1-3p	0	9	0	0	0	0	4	0	0	0	0	0	0	0	8	0	0	4
mmu-miR-194-2-3p	34	8	36	0	4	8	15	0	12	0	0	0	0	1	4	3	0	4
mmu-miR-194-5p	749	717	855	1146	1130	785	1282	1122	1047	1098	1195	1181	848	1145	1168	1142	891	502
mmu-miR-1941-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1941-5p	13	0	0	0	7	0	0	0	0	0	0	16	7	3	8	11	20	0
mmu-miR-1942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1943-3p	0	13	0	31	20	0	8	0	0	0	1	0	8	9	6	2	3	7
mmu-miR-1943-5p	69	53	70	10	35	13	37	83	11	33	0	9	56	43	45	45	77	36
mmu-miR-1945	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1946a	20	0	0	0	7	4	1	0	0	0	0	12	11	0	1	0	2	0
mmu-miR-1946b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1947-3p	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1947-5p	0	0	0	0	8	12	12	0	16	10	0	0	4	7	16	4	5	7
mmu-miR-1948-3p	0	0	0	15	4	0	6	0	13	0	0	0	3	3	11	3	8	2
mmu-miR-1948-5p	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1949	0	7	0	0	0	0	1	17	0	0	33	0	0	9	4	7	0	4
mmu-miR-1950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1951	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	0	4	1
mmu-miR-1952	0	0	0	0	7	0	5	0	0	0	0	0	3	0	6	5	2	5
mmu-miR-1953	0	0	0	0	0	2	1	8	0	0	0	6	2	0	0	0	0	0
mmu-miR-1954	0	0	0	0	7	0	0	17	0	21	0	0	8	2	13	1	3	3
mmu-miR-1955-3p	0	0	0	0	4	0	0	0	0	0	0	22	0	8	0	0	4	1
mmu-miR-1955-5p	0	0	0	38	41	5	13	12	0	0	0	22	3	16	22	36	5	10
mmu-miR-1956	20	0	0	0	18	0	6	0	0	0	0	0	0	7	2	0	0	10
mmu-miR-1958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
mmu-miR-195a-3p	69	80	0	61	36	54	51	87	57	63	0	55	42	61	45	82	48	27
mmu-miR-195a-5p	6828	9616	9849	5991	6462	4428	3554	5096	4486	4219	4143	5660	4853	6027	5793	7254	3715	2374
mmu-miR-195b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1960	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0
mmu-miR-1961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1962	12	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-1963	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	2	0
mmu-miR-1964-3p	0	44	19	31	8	13	12	15	13	4	0	12	28	23	21	16	14	13
mmu-miR-1964-5p	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	4	3
mmu-miR-1966-3p	0	0	0	21	6	10	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-1966-5p	0	0	0	0	8	0	16	0	0	0	0	15	4	7	3	3	12	1
mmu-miR-1967	0	0	0	0	3	0	1	0	0	0	10	0	0	9	2	1	2	4
mmu-miR-1968-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
mmu-miR-1968-5p	0	11	20	29	12	13	22	22	0	50	54	19	27	30	26	20	10	5
mmu-miR-1969	0	0	0	0	5	0	10	0	22	0	0	10	2	0	11	1	8	5
mmu-miR-196a-1-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-196a-2-3p	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-196a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0
mmu-miR-196b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-196b-5p	0	0	0	9	0	7	0	0	0	0	0	0	0	0	0	1	1	35
mmu-miR-1970	0	0	0	0	0	5	1	0	0	0	0	0	0	0	6	0	1	0
mmu-miR-1970b-5p	0	0	0	0	8	0	2	0	0	26	0	9	1	7	5	0	3	2
mmu-miR-1970c-3p	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	2
mmu-miR-1970c-5p	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	8	0	0
mmu-miR-1971	0	0	0	0	0	0	7	0	0	0	0	0	3	10	0	0	0	1
mmu-miR-1981-3p	61	73	49	115	148	108	141	52	107	16	44	111	106	109	173	131	131	58
mmu-miR-1981-5p	466	573	546	565	649	805	1010	783	486	580	615	667	806	926	1084	813	1259	689
mmu-miR-1982-3p	54	48	71	35	53	36	108	31	72	125	15	83	56	100	116	98	76	55
mmu-miR-1982-5p	0	0	0	0	4	0	0	0	0	0	0	8	0	2	0	0	1	0
mmu-miR-1983	2631	2750	2647	2704	3312	3032	2732	1537	1036	978	1092	1710	1199	1927	2145	1347	1662	819
mmu-miR-199a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-199a-5p	549	516	820	367	324	376	154	433	474	762	276	559	297	238	202	294	193	62
mmu-miR-199b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-199b-5p	41	1	29	0	27	8	15	33	32	0	33	22	35	18	19	51	8	3
mmu-miR-19a-3p	13	11	27	0	19	5	20	6	46	0	35	19	33	17	8	43	8	6
mmu-miR-19a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mmu-miR-19b-1-5p	0	0	0	0	0	0	5	16	0	0	0	5	0	6	7	0	4	3
mmu-miR-19b-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-19b-3p	286	407	652	445	730	242	411	651	729	762	560	797	769	673	577	982	328	85
mmu-miR-1a-1-5p	0	0	0	0	0	0	3	0	0	0	0	0	7	0	5	0	0	4
mmu-miR-1a-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-1a-3p	111	98	113	47	112	52	79	99	76	65	69	112	156	167	192	175	88	76
mmu-miR-1b-3p	5	0	0	0	0	5	7	0	0	0	0	0	2	6	4	5	0	0
mmu-miR-1b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-200a-3p	530	145	380	624	888	87	219	232	470	724	20	1040	166	2384	241	216	106	241
mmu-miR-200a-5p	11	37	0	0	7	0	3	0	40	0	0	54	16	29	6	0	1	7
mmu-miR-200b-3p	561	96	76	319	577	118	226	101	378	627	89	697	196	1645	179	125	107	132
mmu-miR-200b-5p	138	0	32	85	20	7	17	26	30	135	0	55	1	129	26	24	5	7
mmu-miR-200c-3p	657	22	702	732	442	49	17	193	421	3186	116	788	101	976	27	12	17	75
mmu-miR-200c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-201-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-201-5p	0	4	0	14	2	4	13	0	33	0	0	5	10	14	16	5	1	4
mmu-miR-202-3p	0	0	0	0	0	0	0	0	0	18	0	0	0	0	5	0	0	0
mmu-miR-202-5p	6	16	0	43	36	7	5	6	26	0	0	24	13	19	20	16	10	3
mmu-miR-203-3p	183	151	126	168	267	215	410	231	292	120	95	321	390	548	631	423	456	225
mmu-miR-203-5p	0	0	0	0	0	0	5	0	0	22	0	0	4	1	4	2	2	5
mmu-miR-203b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
mmu-miR-203b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-204-3p	1425	1724	1266	799	1845	950	1258	793	875	972	1022	817	524	781	829	1034	677	523
mmu-miR-204-5p	93131	72905	57803	37513	101731	39709	50364	49310	48270	38648	33553	44704	28056	37786	43137	64192	27399	16530
mmu-miR-205-3p	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	1
mmu-miR-205-5p	0	0	21	0	1	0	12	0	0	68	15	26	60	7	8	8	3	4
mmu-miR-206-3p	14	2	0	9	7	4	4	0	11	0	4	6	8	4	10	1	11	6
mmu-miR-206-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-207	0	0	0	0	2	0	5	0	0	0	0	4	0	0	4	11	3	4
mmu-miR-208a-3p	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
mmu-miR-208a-5p	0	0	15	17	8	1	3	0	13	1	0	8	0	0	1	0	0	0
mmu-miR-208b-3p	64	25	0	19	16	7	4	0	21	0	0	32	0	2	6	3	8	0
mmu-miR-208b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-20a-3p	134	81	453	123	51	107	25	130	158	175	149	35	91	56	34	44	21	20
mmu-miR-20a-5p	666	792	842	390	1140	997	748	540	766	398	641	795	712	1055	1051	1036	747	427
mmu-miR-20b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-20b-5p	274	236	206	85	145	143	40	68	133	57	82	127	93	110	141	255	88	54
mmu-miR-210-3p	549	368	178	285	515	536	932	372	358	257	332	539	578	1222	1023	875	723	425
mmu-miR-210-5p	0	0	12	0	5	0	1	0	0	0	0	13	10	28	12	5	8	3
mmu-miR-211-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-211-5p	51	0	11	33	16	18	20	0	4	20	28	13	14	11	37	16	17	10
mmu-miR-212-3p	1243	802	982	1261	2558	1647	3826	1044	1625	1902	1700	2410	2339	3475	3797	2891	2483	1353
mmu-miR-212-5p	919	986	967	1367	1687	1115	1944	515	978	1072	857	1078	1140	1864	1985	1533	1520	639
mmu-miR-2136	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0
mmu-miR-2137	13	0	55	0	13	12	55	1	31	0	0	19	7	45	37	13	24	31
mmu-miR-2139	0	7	0	0	1	0	1	0	0	0	0	0	0	1	0	0	6	0
mmu-miR-214-3p	40	42	61	52	15	7	34	30	23	0	0	102	72	27	38	81	47	25
mmu-miR-214-5p	0	0	0	0	2	12	0	0	0	0	0	0	0	0	4	0	0	1
mmu-miR-215-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-215-5p	12	0	0	0	0	0	0	0	16	0	0	0	0	2	3	0	0	0
mmu-miR-216a-3p	10	0	0	32	0	0	7	0	0	0	0	0	0	1	1	1	0	2
mmu-miR-216a-5p	28	13	30	54	24	16	17	0	52	0	0	15	40	13	27	19	11	6
mmu-miR-216b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-216b-5p	14	16	6	21	14	31	61	42	47	34	58	68	28	56	71	57	25	24
mmu-miR-216c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-216c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-217-3p	0	0	0	23	16	0	6	7	22	0	0	0	8	12	6	14	8	7
mmu-miR-217-5p	0	7	0	43	39	13	21	0	41	62	0	32	25	14	21	16	27	7
mmu-miR-218-1-3p	10	9	0	94	44	14	82	17	13	39	0	27	37	73	52	49	69	47
mmu-miR-218-2-3p	0	0	0	0	18	8	37	14	0	58	30	9	9	15	46	13	9	13
mmu-miR-218-5p	2823	1767	2183	3759	8476	4328	12218	6629	5247	7226	7648	6680	10785	13466	13475	12694	9556	4515
mmu-miR-2183	0	0	0	0	0	0	0	0	0	32	0	9	2	6	0	0	4	2
mmu-miR-219a-1-3p	0	19	0	0	6	0	21	0	0	0	0	26	13	12	33	29	9	11
mmu-miR-219a-2-3p	1043	886	1187	1084	2466	1356	4398	1317	1346	1782	1042	1829	2097	3083	4118	2370	2675	1932
mmu-miR-219a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-219b-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-219b-5p	0	0	51	50	4	0	47	0	7	24	0	0	22	34	44	30	23	44
mmu-miR-219c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
mmu-miR-219c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mmu-miR-21a-3p	0	0	0	41	0	0	0	0	0	26	0	0	0	7	0	26	5	2
mmu-miR-21a-5p	2220	1813	2922	2042	3734	2155	4768	3060	3327	4097	2700	4470	5460	5595	6104	6097	3337	1797
mmu-miR-21b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-21c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-22-3p	10696	8943	11578	9055	12813	8085	16089	7499	6570	7812	6353	12517	9396	14364	14526	10420	9683	5006
mmu-miR-22-5p	494	649	555	662	1507	1048	1860	867	928	1085	706	1198	1219	1833	1918	1431	1330	627
mmu-miR-221-3p	6082	5700	4916	6381	12694	12475	21879	8770	7359	9788	9040	12120	13687	19402	22885	14319	16412	9962
mmu-miR-221-5p	1772	1920	1973	1054	2021	2384	2249	1262	1415	1243	1072	2356	1274	1856	2114	1337	1715	828
mmu-miR-222-3p	2127	1858	1871	2705	5252	4222	9006	3322	2600	4896	4059	5297	7148	9272	11028	8463	8509	4639
mmu-miR-222-5p	0	1	0	0	33	13	19	24	17	8	0	20	22	21	13	12	11	18
mmu-miR-223-3p	253	261	310	268	211	181	127	142	313	201	165	346	241	260	319	354	189	108
mmu-miR-223-5p	0	6	0	0	9	0	0	0	0	0	0	0	1	0	3	3	0	1
mmu-miR-224-3p	13	11	26	0	9	0	0	1	1	48	0	0	2	11	7	9	0	0
mmu-miR-224-5p	0	0	0	0	0	0	0	0	0	0	0	0	3	6	4	1	0	1
mmu-miR-23a-3p	229741	384542	305786	134643	198845	179187	115221	123105	117345	95028	93240	176704	122122	154239	155380	182453	115252	65009
mmu-miR-23a-5p	22	51	20	0	13	13	0	81	25	0	0	0	1	7	0	3	2	1
mmu-miR-23b-3p	133135	217342	169609	86343	117887	105956	99096	69155	63279	57239	50189	100205	81384	104000	110499	119278	83220	46352
mmu-miR-23b-5p	0	0	0	0	0	10	7	40	0	0	0	7	7	0	4	6	5	5
mmu-miR-24-1-5p	39	137	156	218	142	71	175	211	125	123	118	174	263	197	180	195	125	65
mmu-miR-24-2-5p	2020	1839	1990	1005	1965	1272	1659	1582	1415	1617	1235	1949	1939	2225	1582	2587	1440	633
mmu-miR-24-3p	15314	18494	18123	10887	20165	14670	23413	13360	12288	10240	11208	18063	15765	22971	27326	20549	16509	11174
mmu-miR-25-3p	3573	5080	4352	2880	5965	4412	4872	4197	4318	4366	3516	5270	5053	6166	6513	7678	5375	3241
mmu-miR-25-5p	18	33	0	0	8	9	8	0	0	14	0	6	0	37	16	0	22	2
mmu-miR-26a-1-3p	29	78	0	0	29	28	33	0	13	19	10	11	22	21	35	24	33	15
mmu-miR-26a-2-3p	14	47	0	20	31	15	49	50	35	0	0	17	77	61	51	52	60	15
mmu-miR-26a-5p	133884	205768	116235	79458	182279	157722	243009	94148	97472	91600	83075	173015	177370	256455	297504	254287	251677	157036
mmu-miR-26b-3p	0	71	96	0	24	28	42	22	13	112	0	48	54	57	60	84	56	26
mmu-miR-26b-5p	4990	7792	5496	3477	5889	5216	4384	4516	5228	3617	3327	6442	5476	6871	7497	7592	5523	3590
mmu-miR-27a-3p	34935	57623	52578	26618	41914	29371	15473	24186	24433	23612	19267	34626	22947	28610	26437	38875	18997	11134
mmu-miR-27a-5p	17	58	0	0	41	8	16	0	44	49	0	42	43	17	61	25	36	30
mmu-miR-27b-3p	41037	56653	51541	27696	46459	34751	32738	25716	23575	22193	20485	35295	31216	38564	41170	43774	28149	16838
mmu-miR-27b-5p	152	75	199	0	201	77	119	115	68	44	109	100	80	196	152	167	130	98
mmu-miR-2861	13	0	0	0	14	6	2	0	0	0	0	0	7	0	2	14	6	8
mmu-miR-28a-3p	268	403	801	202	300	314	203	334	427	404	255	354	250	207	306	357	271	168
mmu-miR-28a-5p	933	1326	1135	662	1330	1008	1136	813	960	940	840	1292	1187	1460	1560	1431	993	788
mmu-miR-28b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-28c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-290a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-290a-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-290b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-290b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-291a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-291a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0
mmu-miR-291b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-291b-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-292a-3p	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	1	0
mmu-miR-292a-5p	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
mmu-miR-292b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-292b-5p	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
mmu-miR-293-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
mmu-miR-293-5p	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0
mmu-miR-294-3p	0	0	0	1	5	0	0	0	0	0	0	0	7	3	3	5	0	1
mmu-miR-294-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	2
mmu-miR-295-3p	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	2
mmu-miR-295-5p	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2	1	0
mmu-miR-296-3p	31	17	56	0	56	112	33	96	33	30	75	47	31	27	61	35	29	35
mmu-miR-296-5p	150	83	49	40	288	212	198	162	91	55	153	148	165	181	204	174	173	103
mmu-miR-297a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-297a-5p	20	0	0	0	0	0	10	0	0	0	0	0	4	18	10	8	11	6
mmu-miR-297b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-297b-5p	0	0	0	0	0	14	2	0	0	0	0	0	11	0	0	0	0	0
mmu-miR-297c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-297c-5p	0	0	23	0	8	16	8	0	0	0	31	0	0	0	2	0	0	0
mmu-miR-298-3p	0	0	0	0	8	0	21	1	0	0	0	0	11	0	0	0	7	4
mmu-miR-298-5p	1506	1702	1332	1898	2628	2479	3328	1111	2540	1645	1424	2204	1869	2651	3353	2205	2284	1987
mmu-miR-299a-3p	0	0	18	0	37	42	47	20	17	9	36	32	25	53	50	40	48	31
mmu-miR-299a-5p	144	45	54	144	229	87	458	77	39	131	155	144	263	361	410	260	219	110
mmu-miR-299b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-299b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-29a-3p	22733	18779	25153	23202	36748	19186	50218	28893	27575	34004	26808	46670	41176	47772	49879	45864	34039	16740
mmu-miR-29a-5p	83	42	10	91	233	141	252	153	202	251	238	201	305	316	297	312	260	86
mmu-miR-29b-1-5p	20	10	54	19	0	28	31	26	41	0	0	37	26	26	44	50	29	27
mmu-miR-29b-2-5p	186	73	43	113	391	219	539	234	348	315	269	391	421	428	549	426	394	212
mmu-miR-29b-3p	7786	5442	7356	8264	12971	6537	18112	12735	13338	16902	13068	20280	19292	17780	16875	18302	10851	4070
mmu-miR-29c-3p	3548	2142	3621	4042	6302	2743	9144	5272	5583	7569	5541	8604	8472	8454	8446	8933	5370	2504
mmu-miR-29c-5p	178	101	107	173	332	107	374	211	267	214	240	223	281	357	427	363	252	172
mmu-miR-300-3p	2528	2451	2371	3064	5727	2844	8581	2981	3208	3453	2798	4496	5683	8105	7805	6640	6488	3386
mmu-miR-300-5p	43	23	46	29	121	50	113	61	66	32	64	59	119	136	169	121	88	29
mmu-miR-301a-3p	466	308	435	344	618	367	589	537	651	908	597	543	665	696	687	776	397	177
